Final time of Execution: 0:00:01.296196
15, 12, 6, 7, 19, 1, 17, 4, 8, 11, 5, 10, 3]
[13, 8, 2, 5, 10, 1, 17, 18, 11, 14, 15, 16, 3, 7, 12, 9, 19, 6, 0, 4]
[15, 9, 7, 5, 13, 16, 2, 14, 6, 4, 0, 1, 17, 19, 3, 12, 8, 10, 18, 11]
[15, 9, 7, 5, 13, 16, 2, 14, 1, 4, 6, 3, 17, 19, 0, 12, 8, 10, 18, 11]
Generacion: 2
[18, 14, 16, 2, 13, 0, 9, 15, 12, 6, 7, 19, 1, 17, 4, 8, 11, 5, 10, 3]
[13, 8, 2, 5, 10, 1, 17, 18, 11, 14, 15, 16, 3, 7, 12, 9, 19, 6, 0, 4]
[13, 8, 2, 5, 10, 1, 17, 18, 11, 14, 15, 16, 3, 7, 12, 9, 19, 6, 0, 4]
[18, 14, 16, 2, 13, 0, 9, 15, 12, 6, 7, 19, 1, 17, 4, 8, 11, 5, 10, 3]
[15, 9, 7, 5, 13, 16, 2, 14, 6, 4, 0, 1, 17, 19, 3, 12, 8, 10, 18, 11]
[15, 9, 7, 5, 13, 16, 2, 14, 6, 4, 0, 1, 17, 19, 3, 12, 8, 10, 18, 11]
[15, 9, 7, 5, 13, 16, 2, 14, 1, 4, 6, 3, 17, 19, 0, 12, 8, 10, 18, 11]
Generacion: 3
[18, 14, 16, 2, 13, 0, 9, 3, 12, 6, 7, 19, 1, 17, 4, 8, 11, 5, 10, 15]
[8, 3, 14, 19, 13, 11, 15, 2, 1, 7, 6, 4, 9, 18, 5, 10, 0, 16, 12, 17]
Generacion: 4
[18, 1, 16, 2, 4, 0, 7, 3, 12, 6, 14, 19, 15, 17, 9, 8, 11, 5, 10, 13]
[8, 10, 14, 19, 13, 11, 15, 2, 1, 7, 6, 4, 9, 18, 5, 12, 0, 16, 3, 17]
[7, 12, 16, 5, 11, 6, 9, 3, 2, 4, 14, 18, 1, 17, 0, 8, 19, 13, 10, 15]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[15, 9, 7, 5, 13, 16, 2, 14, 6, 4, 0, 1, 17, 19, 3, 12, 8, 10, 18, 11]
[18, 10, 4, 5, 13, 11, 15, 2, 1, 7, 6, 8, 9, 14, 0, 12, 19, 16, 3, 17]
[15, 9, 7, 5, 13, 16, 2, 14, 1, 4, 6, 3, 17, 19, 0, 12, 8, 10, 18, 11]
Generacion: 5
[7, 12, 16, 5, 11, 6, 9, 3, 2, 4, 14, 18, 1, 17, 0, 8, 19, 13, 10, 15]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 8, 9, 14, 0, 17, 19, 16, 3, 5]
Generacion: 6
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[18, 14, 16, 19, 11, 13, 1, 8, 2, 4, 17, 0, 6, 3, 5, 10, 9, 12, 7, 15]
[10, 18, 13, 7, 2, 9, 15, 14, 16, 12, 4, 11, 0, 19, 3, 17, 8, 6, 1, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 8, 9, 14, 0, 17, 19, 16, 3, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 8, 9, 14, 0, 17, 19, 16, 3, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 8, 9, 14, 0, 17, 19, 16, 3, 5]
Generacion: 7
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[18, 14, 16, 19, 11, 13, 1, 8, 2, 4, 17, 0, 6, 3, 5, 10, 9, 12, 7, 15]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[18, 1, 16, 8, 4, 0, 2, 17, 12, 6, 14, 19, 15, 3, 9, 10, 11, 5, 7, 13]
[10, 18, 13, 7, 2, 9, 15, 14, 16, 12, 4, 11, 0, 19, 3, 17, 8, 6, 1, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 8, 9, 14, 0, 17, 19, 16, 3, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 8, 9, 14, 0, 17, 19, 16, 3, 5]
[10, 18, 13, 7, 2, 9, 15, 14, 16, 12, 4, 11, 0, 19, 3, 17, 8, 6, 1, 5]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
[10, 18, 13, 7, 2, 9, 15, 19, 16, 12, 4, 11, 0, 14, 3, 17, 8, 6, 1, 5]
Generacion: 8
[18, 14, 16, 19, 11, 13, 1, 8, 2, 4, 17, 0, 6, 3, 5, 10, 9, 12, 7, 15]
[15, 18, 4, 7, 13, 11, 9, 2, 1, 12, 6, 8, 17, 14, 0, 10, 19, 16, 3, 5]
[10, 18, 4, 7, 13, 11, 15, 2, 1, 12, 6, 19, 9, 14, 0, 17, 8, 16, 3, 5]
[18, 1, 16, 8, 4, 0, 2, 17, 12, 6, 14, 19, 15, 3, 9, 10, 11, 5, 7, 13]
[18, 1, 16, 8, 4, 0, 2, 17, 12, 6, 14, 19, 15, 3, 9, 10, 11, 5, 7, 13]
Generacion: 9
[15, 18, 4, 7, 13, 11, 9, 2, 1, 12, 6, 19, 17, 14, 0, 10, 8, 16, 3, 5]
[18, 14, 16, 19, 11, 13, 1, 8, 2, 4, 17, 0, 6, 3, 5, 10, 9, 12, 7, 15]
