Final time of Execution: 0:00:14.897279
, 19, 11, 15, 16, 4, 5, 0, 6, 10, 17, 12, 1]
[17, 2, 12, 7, 1, 3, 10, 19, 4, 9, 11, 13, 8, 15, 18, 0, 5, 6, 16, 14]
[17, 2, 12, 7, 1, 3, 10, 19, 4, 9, 11, 13, 8, 15, 18, 0, 5, 6, 16, 14]
[19, 5, 16, 3, 11, 10, 15, 9, 4, 17, 13, 2, 8, 7, 18, 14, 6, 1, 0, 12]
[3, 18, 6, 1, 11, 4, 14, 5, 16, 8, 10, 0, 7, 19, 17, 12, 15, 9, 2, 13]
[4, 13, 7, 18, 5, 14, 8, 2, 19, 9, 15, 16, 0, 6, 3, 10, 11, 17, 12, 1]
[6, 18, 2, 3, 11, 13, 0, 16, 8, 15, 12, 5, 1, 9, 14, 7, 19, 17, 10, 4]
Generacion: 2
[18, 13, 2, 14, 8, 9, 3, 7, 19, 11, 15, 16, 4, 5, 0, 6, 10, 17, 12, 1]
[17, 2, 12, 7, 1, 3, 10, 19, 4, 9, 11, 13, 8, 15, 18, 0, 5, 6, 16, 14]
[17, 2, 12, 7, 1, 3, 10, 19, 4, 9, 11, 13, 8, 15, 18, 0, 5, 6, 16, 14]
[19, 5, 16, 3, 11, 10, 15, 9, 4, 17, 13, 2, 8, 7, 18, 14, 6, 1, 0, 12]
[3, 18, 6, 1, 11, 4, 14, 5, 16, 8, 10, 0, 7, 19, 17, 12, 15, 9, 2, 13]
[4, 13, 7, 18, 5, 14, 8, 2, 19, 9, 15, 16, 0, 6, 3, 10, 11, 17, 12, 1]
[4, 13, 7, 18, 5, 14, 8, 2, 19, 9, 15, 16, 0, 6, 3, 10, 11, 17, 12, 1]
[6, 18, 2, 3, 11, 13, 0, 16, 8, 15, 12, 5, 1, 9, 14, 7, 19, 17, 10, 4]
[17, 2, 12, 7, 1, 3, 10, 19, 4, 9, 11, 13, 8, 15, 18, 0, 5, 6, 16, 14]
Generacion: 3
[7, 13, 15, 19, 14, 3, 10, 4, 5, 12, 6, 2, 8, 11, 18, 0, 9, 1, 17, 16]
[3, 18, 13, 2, 11, 4, 14, 5, 16, 1, 6, 8, 10, 19, 17, 12, 15, 9, 7, 0]
[6, 18, 2, 3, 11, 13, 0, 17, 8, 15, 12, 5, 1, 9, 14, 7, 19, 16, 10, 4]
[18, 13, 2, 14, 8, 9, 3, 7, 19, 11, 15, 16, 4, 5, 0, 6, 10, 17, 12, 1]
[6, 18, 2, 7, 9, 13, 10, 1, 3, 8, 16, 0, 17, 19, 14, 5, 12, 11, 4, 15]
[1, 18, 4, 3, 11, 6, 14, 5, 16, 8, 10, 0, 7, 19, 17, 12, 15, 9, 2, 13]
[7, 13, 17, 19, 14, 10, 3, 4, 5, 12, 6, 2, 9, 11, 18, 0, 8, 1, 15, 16]
Generacion: 4
[18, 17, 2, 14, 8, 9, 16, 7, 19, 11, 15, 13, 4, 5, 0, 6, 10, 3, 12, 1]
[17, 8, 7, 18, 15, 11, 19, 2, 1, 14, 16, 4, 10, 12, 5, 9, 3, 6, 13, 0]
[17, 2, 12, 7, 1, 3, 10, 19, 4, 9, 11, 13, 8, 15, 18, 14, 5, 6, 16, 0]
[18, 17, 2, 14, 8, 9, 13, 7, 19, 11, 15, 16, 4, 3, 0, 6, 10, 5, 12, 1]
[7, 14, 15, 19, 9, 13, 10, 4, 3, 2, 6, 0, 8, 11, 18, 5, 12, 1, 17, 16]
[0, 18, 2, 3, 1, 13, 6, 16, 8, 15, 12, 11, 5, 9, 14, 7, 19, 17, 10, 4]
